strain	date	url	S1_mutations	country	host	mutational_fitness	genbank_accession	emerging_lineage	division	region	pango_lineage	recency	epiweek	current_frequency	clade_membership	author	accession	originating_lab	submitting_lab	logistic_growth	cazzo
USA/TX-CDC-FG-228214/2021	12/28/2021		27	USA	Homo sapiens	1.94	OM231904		Texas	North America	BA.1.15	Older	202152		21K (Omicron)	Howard et al FT		Fulgent Genetics	CDC-OAMD		cazzo
MEX/MA-UMASSMED-202149209/2022	3/9/2022		27	Mexico	Homo sapiens	1.95	ON525979		Mexico	North America	BA.1.15	Older	202210		21K (Omicron)	Ward et al B					cazzo
Colombia/CO-CAU-UW22010494731/2022	1/4/2022		27	Colombia	Homo sapiens	1.94	ON911878		Colombia	South America	BA.1.15	Older	202201		21K (Omicron)	Roychoudhury et al AI					cazzo
USA/LA-CDC-STM-5QVNUX2QZ/2021	12/17/2021		27	USA	Homo sapiens	1.94	OM055445		Louisiana	North America	BA.1.15	Older	202150		21K (Omicron)	Howard et al FU		'Helix'	CDC-OAMD		cazzo
USA/WI-CDC-FG-215219/2021	12/22/2021		27	USA	Homo sapiens	1.94	OM093191		Wisconsin	North America	BA.1.15	Older	202151		21K (Omicron)	Howard et al FV		Fulgent Genetics	CDC-OAMD		cazzo
USA/LA-EVTL13802/2022	1/15/2022		27	USA	Homo sapiens	1.94	ON947141		Louisiana	North America	BA.1.15	Older	202202		21K (Omicron)	Atkins et al B					cazzo
USA/TN-CDC-ASC210575373/2021	12/30/2021		27	USA	Homo sapiens	1.94	OM352721		Tennessee	North America	BA.1.15	Older	202152		21K (Omicron)	Howard et al FW		Aegis Sciences Corporation	CDC-OAMD		cazzo
USA/GA-CDC-LC0522655/2022	1/28/2022		27	USA	Homo sapiens	1.94	OM695127		Georgia	North America	BA.1.15	Older	202204		21K (Omicron)	Howard et al FX		Laboratory Corporation of America	CDC-OAMD		cazzo
CAN/EPI_ISL_12767799/2022	1/10/2022		27	Canada	Homo sapiens	1.94	OP237527		Canada	North America	BA.1.15	One month ago	202202		21K (Omicron)	Lapointe et al A					cazzo
DJI/NAMRU3_B834/2022	1/23/2022		27	Djibouti	Homo sapiens	1.94	ON099617		Djibouti	Africa	BA.1.15	Older	202204		21K (Omicron)	Voegtly et al F					cazzo
Chile/CL-AR-UW22011771334/2022	1/17/2022		27	Chile	Homo sapiens	1.94	OP013083		Chile	South America	BA.1.15	Older	202203		21K (Omicron)	Roychoudhury et al AJ					cazzo
PAK/276353/2021	12/20/2021		26	Pakistan	Homo sapiens	1.86	ON459760		Sindh	Asia	BA.1.1	Older	202151		21K (Omicron)	Kabir et al					cazzo
TUR/ERAGEM-OM-1104/2022	2/11/2022		25	Turkey	Homo sapiens	1.83	OM945722		Turkey	Europe	BA.1	Older	202206		21K (Omicron)	Ozdarendeli et al C					cazzo
OX312027	12/26/2021		27	Iceland	Homo sapiens	1.83	OX312027		Iceland	Europe	BA.1	3-7 days ago	202152		21K (Omicron)	Melsted et al					cazzo
OV924300	2/16/2022		26	Slovakia	Homo sapiens	1.87	OV924300		Slovakia	Europe	BA.1	Older	202207		21K (Omicron)	? O		"Regional Public Health Authority with the seat in Trencin, Nemocničná 4, 911 01, Trenčín, Slovakia"	Regional Public Health Authority with the seat in Trencin		cazzo
FIN/FIN55-VE6-THL-202126660/2021	12/1/2021		27	Finland	Homo sapiens	1.91	OM393712		Finland	Europe	BA.1	Older	202148		21K (Omicron)	Laine et al E					cazzo
MAR/CNRST-HM36/2021	12/22/2021		26	Morocco	Homo sapiens	1.87	OM011974		Morocco	Africa	BA.1	Older	202151		21K (Omicron)	Chouati et al					cazzo
NLD/EMC-Omicron-1/2021	11/29/2021		27	Netherlands	Homo sapiens	1.91	OM287553		Netherlands	Europe	BA.1.19	Older	202148		21K (Omicron)	GeurtsvanKessel et al B					cazzo
MWI/MLW000920/2022	1/4/2022		27	Malawi	Homo sapiens	1.9	ON099760		Malawi	Africa	BA.1.14	Older	202201		21K (Omicron)	Feasey et al N					cazzo
MWI/MLW001212/2022	2/7/2022		25	Malawi	Homo sapiens	1.52	ON099765		Malawi	Africa	BA.1.9	Older	202206		21K (Omicron)	Feasey et al O					cazzo
MWI/MLW001213/2022	2/2/2022		27	Malawi	Homo sapiens	1.92	ON099764		Malawi	Africa	BA.1	Older	202205		21K (Omicron)	Feasey et al P					cazzo
MAR/FMP414/2021	12/27/2021		27	Morocco	Homo sapiens	1.9	OM432158		Morocco	Africa	BA.1	Older	202152		21K (Omicron)	El Mazouri et al					cazzo
AUT/SKV-282/2021	12/1/2021		27	Austria	Homo sapiens	1.9	OL721912		Upper Austria	Europe	BA.1.13	Older	202148		21K (Omicron)	Puehringer et al J					cazzo
SouthAfrica/NHLS-UCT-GP-N741/2022	1/20/2022		27	South Africa	Homo sapiens	1.9	OM725308		South Africa	Africa	BA.1.13	Older	202203		21K (Omicron)	Tegally et al V					cazzo
Brazil/BR-MG-UW22011017605/2022	1/10/2022		27	Brazil	Homo sapiens	1.9	OP012930		Brazil	South America	BA.1	Older	202202		21K (Omicron)	Roychoudhury et al AK					cazzo
Brazil/BR-MG-UW22011029043/2022	1/10/2022		27	Brazil	Homo sapiens	1.9	OP012932		Brazil	South America	BA.1	Older	202202		21K (Omicron)	Roychoudhury et al AL					cazzo
Brazil/BR-SP-UW22010692718/2022	1/6/2022		27	Brazil	Homo sapiens	1.91	ON908358		Brazil	South America	BA.1	Older	202201		21K (Omicron)	Roychoudhury et al AM					cazzo
Brazil/BR-RJ-UW22011729032/2022	1/17/2022		27	Brazil	Homo sapiens	1.9	OP012957		Brazil	South America	BA.1	Older	202203		21K (Omicron)	Roychoudhury et al AN					cazzo
Brazil/BR-RJ-UW22012207908/2022	1/22/2022		27	Brazil	Homo sapiens	1.9	OP012958		Brazil	South America	BA.1	Older	202203		21K (Omicron)	Roychoudhury et al AO					cazzo
BRA/2068994/2022	1/4/2022		22	Brazil	Homo sapiens	1.76	ON241668		Rio de Janeiro	South America	BA.1	Older	202201		21K (Omicron)	Souza et al L					cazzo
BRA/CIS-084/2022	1/10/2022		24	Brazil	Homo sapiens	1.86	ON241703		Rio de Janeiro	South America	BA.1	Older	202202		21K (Omicron)	Souza et al M					cazzo
AUS/QIMR01/2022	1/7/2022		26	Australia	Homo sapiens	1.93	ON819429		Australia	Oceania	BA.1.17	Older	202201		21K (Omicron)	Yan et al					cazzo
Scotland/QEUH-2FFBB11/2021	12/26/2021		27	United Kingdom	Homo sapiens	1.95	OV657289		Scotland	Europe	BA.1.17.2	Older	202152		21K (Omicron)	VanSteenhouse et al A		Lighthouse Lab in Glasgow	Wellcome Sanger Institute		cazzo
HongKong/HKU-220213-248/2021	12/20/2021		28	Hong Kong	Homo sapiens	1.95	ON600277		Hong Kong	Asia	BA.1.17.2	Older	202151		21K (Omicron)	To et al B					cazzo
ITA/ID14_030122/2022	1/3/2022		27	Italy	Homo sapiens	1.96	ON507046		Calabria	Europe	BA.1.17.2	One month ago	202201		21K (Omicron)	De Marco et al D					cazzo
SouthAfrica/NHLS-UCT-LA-Z764/2021	11/30/2021		27	South Africa	Homo sapiens	1.93	OM773426		South Africa	Africa	BA.1.17	Older	202148		21K (Omicron)	Wilkinson et al C					cazzo
BGD/OIS-686/2021	12/28/2021		27	Bangladesh	Homo sapiens	1.93	OM570272		Bangladesh	Asia	BA.1.17	Older	202152		21K (Omicron)	Hamza et al					cazzo
CHN/HZ-21cov3867/2021	12/19/2021		27	China	Homo sapiens	1.93	OL988214		China	Asia	BA.1.17	Older	202151		21K (Omicron)	Yu et al					cazzo
Argentina/UW22010840318/2022	1/8/2022		27	Argentina	Homo sapiens	1.93	OP012874		Argentina	South America	BA.1.17	Older	202201		21K (Omicron)	Roychoudhury et al AP					cazzo
SouthAfrica/NHLS-UCT-GS-AZ43/2021	12/22/2021		27	South Africa	Homo sapiens	1.93	ON116592		Western Cape Province	Africa	BA.1.17	Older	202151		21K (Omicron)	Tegally et al W		Study: Rapid Diag POC Covid	University of Cape Town and National Health Laboratory Service		cazzo
SouthAfrica/NHLS-UCT-LA-Z789/2022	1/4/2022		27	South Africa	Homo sapiens	1.92	OM773451		South Africa	Africa	BA.1.17	Older	202201		21K (Omicron)	Wilkinson et al D					cazzo
Argentina/UW22011192552/2022	1/11/2022		27	Argentina	Homo sapiens	1.89	OP012929		Argentina	South America	BA.1	Older	202202		21K (Omicron)	Roychoudhury et al AQ					cazzo
Argentina/UW21123052138/2021	12/30/2021		28	Argentina	Homo sapiens	1.89	ON908362		Argentina	South America	BA.1	Older	202152		21K (Omicron)	Roychoudhury et al AR					cazzo
Peru/PE-LMA-UW21122144710/2021	12/21/2021		27	Peru	Homo sapiens	1.9	ON150709		Peru	South America	BA.1	Older	202151		21K (Omicron)	Roychoudhury et al AS					cazzo
Argentina/UW22010495243/2022	1/4/2022		28	Argentina	Homo sapiens	1.95	OP013052		Argentina	South America	BA.1.1	Older	202201		21K (Omicron)	Roychoudhury et al AT					cazzo
Colombia/CO-CAU-UW21122968642/2021	12/29/2021		28	Colombia	Homo sapiens	1.94	OP012515		Colombia	South America	BA.1.17.2	Older	202152		21K (Omicron)	Roychoudhury et al AU					cazzo
Colombia/CO-ANT-UW21122496279/2021	12/24/2021		27	Colombia	Homo sapiens	1.93	OP012532		Colombia	South America	BA.1.15	Older	202151		21K (Omicron)	Roychoudhury et al AV					cazzo
Argentina/UW22010847253/2022	1/8/2022		27	Argentina	Homo sapiens	1.94	ON908363		Argentina	South America	BA.1.15	Older	202201		21K (Omicron)	Roychoudhury et al AW					cazzo
PER/LSP0859/2022	1/11/2022		27	Peru	Homo sapiens	1.9	OM942924		Peru	South America	BA.1	Older	202202		21K (Omicron)	Kosek et al B					cazzo
PER/LSP1390/2022	1/13/2022		27	Peru	Homo sapiens	1.9	ON183293		Peru	South America	BA.1	Older	202202		21K (Omicron)	Kosek et al C					cazzo
PER/LSP1830/2022	1/15/2022		27	Peru	Homo sapiens	1.9	ON183337		Peru	South America	BA.1	Older	202202		21K (Omicron)	Kosek et al D					cazzo
USA/MI-CDC-ASC210587136/2022	1/6/2022		27	USA	Homo sapiens	1.9	OM449270		Michigan	North America	BA.1	Older	202201		21K (Omicron)	Howard et al FY		Aegis Sciences Corporation	CDC-OAMD		cazzo
USA/VT-CDCBI-CRSP_BKLY7OV3LDFIC4NI/2022	1/25/2022		27	USA	Homo sapiens	1.9	OM532508		Vermont	North America	BA.1	Older	202204		21K (Omicron)	Lemieux et al U		Broad Institute Clinical Research Sequencing Platform	Broad Institute Genomic Center for Infectious Diseases		cazzo
Colombia/CO-ANT-UW21122905960/2021	12/29/2021		27	Colombia	Homo sapiens	1.91	OP012517		Colombia	South America	BA.1	Older	202152		21K (Omicron)	Roychoudhury et al AX					cazzo
Colombia/CO-CAU-UW21123163891/2021	12/31/2021		27	Colombia	Homo sapiens	1.9	OP012516		Colombia	South America	BA.1	Older	202152		21K (Omicron)	Roychoudhury et al AY					cazzo
MEX/4147/2022	2/18/2022		27	Mexico	Homo sapiens	1.9	ON651664		Mexico	North America	BA.1	Older	202207		21K (Omicron)	Gomez Castellano et al					cazzo
USA/SC-CDC-ASC210600852/2022	1/18/2022		27	USA	Homo sapiens	1.91	OM519066		South Carolina	North America	BA.1	Older	202203		21K (Omicron)	Howard et al FZ		Aegis Sciences Corporation	CDC-OAMD		cazzo
Peru/PE-LMA-UW21122751659/2021	12/27/2021		27	Peru	Homo sapiens	1.9	OP012946		Peru	South America	BA.1	Older	202152		21K (Omicron)	Roychoudhury et al AZ					cazzo
KEN/SS6350/2022	1/10/2022		27	Kenya	Homo sapiens	1.89	ON198673		Kenya	Africa	BA.1	Older	202202		21K (Omicron)	Githinji et al BN					cazzo
OW781249	1/26/2022		27	Germany	Homo sapiens	1.91	OW781249		Saxony	Europe	BA.1	Older	202204		21K (Omicron)	? A		"Bioscientia Labor Wermsdorf, Am Fasanenholz 31; 04779 Wermsdorf"	Robert Koch Institute		cazzo
Switzerland/GE-HUG-37112118/2022	2/9/2022		27	Switzerland	Homo sapiens	1.91	OV949901		Geneva	Europe	BA.1	Older	202206		21K (Omicron)	? AS		"Laboratoire de virologie, Geneva, Switzerland"	HUG		cazzo
USA/CA-CDC-FG-208309/2021	12/22/2021		27	USA	Homo sapiens	1.9	OM089487		California	North America	BA.1	Older	202151		21K (Omicron)	Howard et al GA		Fulgent Genetics	CDC-OAMD		cazzo
USA/DC-CDC-LC0463313/2022	1/4/2022		27	USA	Homo sapiens	1.91	OM360406		Washington DC	North America	BA.1	Older	202201		21K (Omicron)	Howard et al GB					cazzo
EGY/Suez-om58/2021	12/9/2021		28	Egypt	Homo sapiens	1.9	OL982609		Suez	Africa	BA.1	Older	202149		21K (Omicron)	Seadawy et al J					cazzo
IND/1/2021	12/23/2021		22	India	Homo sapiens	1.78	ON052753		India	Asia	BA.1	Older	202151		21K (Omicron)	Polipalli et al					cazzo
TWN/CGMH-CGU-90/2021	12/18/2021		27	Taiwan	Homo sapiens	1.91	ON005319		Taiwan	Asia	BA.1	Older	202150		21K (Omicron)	Tsao et al P					cazzo
USA/IL-CDC-LC0478639/2022	1/11/2022		27	USA	Homo sapiens	1.91	OM412093		Illinois	North America	BA.1	Older	202202		21K (Omicron)	Howard et al GC		Laboratory Corporation of America	CDC-OAMD		cazzo
MWI/MLW001179/2021	12/27/2021		27	Malawi	Homo sapiens	1.91	ON100005		Malawi	Africa	BA.1	Older	202152		21K (Omicron)	Feasey et al Q					cazzo
PER/LSP1192/2022	1/12/2022		26	Peru	Homo sapiens	1.91	ON039341		Peru	South America	BA.1.18	Older	202202		21K (Omicron)	Kosek et al E					cazzo
USA/MD-CDC-ASC210554252/2022	2/9/2022		27	USA	Homo sapiens	1.91	OM816433		Maryland	North America	BA.1.18	Older	202206		21K (Omicron)	Howard et al GD		Aegis Sciences Corporation	CDC-OAMD		cazzo
AUS/A12-WW-209C/2021	11/25/2021		27	Australia	Homo sapiens	1.92	OL869974		Australia	Oceania	BA.1	Older	202147		21K (Omicron)	Ahmed et al A		CSIRO Australia	CSIRO Land and Water		cazzo
MWI/MLW000904/2022	1/6/2022		27	Malawi	Homo sapiens	1.9	ON100032		Malawi	Africa	BA.1	Older	202201		21K (Omicron)	Feasey et al R					cazzo
SouthAfrica/NHLS-UCT-GP-N704/2022	1/14/2022		27	South Africa	Homo sapiens	1.91	OM725300		South Africa	Africa	BA.1	Older	202202		21K (Omicron)	Tegally et al X					cazzo
MWI/MLW000907/2022	1/7/2022		27	Malawi	Homo sapiens	1.91	ON100033		Malawi	Africa	BA.1	Older	202201		21K (Omicron)	Feasey et al S					cazzo
ITA/Padova_03/2022	2/20/2022		27	Italy	Homo sapiens	1.9	ON062195		Italy	Europe	BA.1	Older	202208		21K (Omicron)	Lavezzo et al					cazzo
SouthAfrica/NHLS-UCT-GS-AG28/2021	12/30/2021		28	South Africa	Homo sapiens	1.96	OM739995		South Africa	Africa	BA.1.1	Older	202152		21K (Omicron)	Viana et al AM					cazzo
SouthAfrica/NHLS-UCT-GS-AG25/2021	12/29/2021		28	South Africa	Homo sapiens	1.97	OM739992		South Africa	Africa	BA.1.1	Older	202152		21K (Omicron)	Viana et al AN					cazzo
FRA/IHUCOVID-071430-Miseq2M/2022	3/7/2022		28	France	Homo sapiens	1.96	ON366114		Provence-Alpes-Côte d'Azur	Europe	BA.1.1	Older	202210		21K (Omicron)	Beye et al					cazzo
USA/OKPHL0013657/2022	1/14/2022		28	USA	Homo sapiens	1.97	ON558612		Oklahoma	North America	BA.1.1	Older	202202		21K (Omicron)	Wang et al B					cazzo
NOR/Bergen-05/2022	1/3/2022		28	Norway	Homo sapiens	1.96	ON222956		Vestland	Europe	BA.1.1.1	Older	202201		21K (Omicron)	Brokstad et al B					cazzo
OW122045	1/19/2022		27	Slovakia	Homo sapiens	1.93	OW122045		Slovakia	Europe	BA.1.1.1	Older	202203		21K (Omicron)	? O		"Biomedical Centre Martin, Jessenius Faculty of Medicine in Martin, Comenius University"	"Biomedical Centre Martin, Jessenius Faculty of Medicine in Martin, Comenius University"		cazzo
FRA/IHUCOVID-066091_Nova1/2022	2/7/2022		28	France	Homo sapiens	1.96	ON267114		France	Europe	BA.1.1.1	Older	202206		21K (Omicron)	Levasseur et al S					cazzo
FRA/IHUCOVID-064316_Nova1RZ/2022	1/19/2022		28	France	Homo sapiens	1.96	ON268379		France	Europe	BA.1.1.1	Older	202203		21K (Omicron)	Levasseur et al T					cazzo
KEN/SS4952/2021	12/19/2021		28	Kenya	Homo sapiens	1.96	ON198134		Kenya	Africa	BA.1.1	Older	202151		21K (Omicron)	Githinji et al BO					cazzo
KEN/SS6341/2022	2/24/2022		29	Kenya	Homo sapiens	1.64	ON198672		Kenya	Africa	BA.1.1	Older	202208		21K (Omicron)	Githinji et al BP					cazzo
KEN/SS7435/2022	1/1/2022		28	Kenya	Homo sapiens	1.96	ON602855		Kenya	Africa	BA.1.1	Older	202152		21K (Omicron)	Githinji et al BQ					cazzo
DJI/NAMRU3_A676_2022/2022	1/2/2022		28	Djibouti	Homo sapiens	1.96	OM732362		Djibouti	Africa	BA.1.1	Older	202201		21K (Omicron)	Voegtly et al G					cazzo
DJI/NAMRU3_A432/2021	12/31/2021		28	Djibouti	Homo sapiens	1.96	OM635071		Djibouti	Africa	BA.1.1	Older	202152		21K (Omicron)	Voegtly et al H					cazzo
IRQ/Duhok-12/2021	12/21/2021		28	Iraq	Homo sapiens	1.96	OP279441		Iraqi Kurdistan	Asia	BA.1.1	One month ago	202151		21K (Omicron)	Ahmed et al B					cazzo
DJI/NAMRU3_B884/2022	2/1/2022		28	Djibouti	Homo sapiens	1.96	ON099633		Djibouti	Africa	BA.1.1	Older	202205		21K (Omicron)	Voegtly et al I					cazzo
DJI/NAMRU3_C594/2022	2/8/2022		28	Djibouti	Homo sapiens	1.96	ON951983		Djibouti	Africa	BA.1.1	Older	202206		21K (Omicron)	Arnold et al AV					cazzo
USA/MO-CDC-ASC210855860/2022	2/13/2022		28	USA	Homo sapiens	1.96	OM853362		Missouri	North America	BA.1.1	Older	202207		21K (Omicron)	Howard et al GE		Aegis Sciences Corporation	CDC-OAMD		cazzo
DJI/NAMRU3_A68/2021	12/27/2021		28	Djibouti	Homo sapiens	1.96	OM635102		Djibouti	Africa	BA.1.1	Older	202152		21K (Omicron)	Voegtly et al J					cazzo
DJI/NAMRU3_A9/2021	12/27/2021		28	Djibouti	Homo sapiens	1.96	OM635113		Djibouti	Africa	BA.1.1	Older	202152		21K (Omicron)	Voegtly et al K					cazzo
DJI/NAMRU3_A395_2022/2022	1/1/2022		28	Djibouti	Homo sapiens	1.96	OM732353		Djibouti	Africa	BA.1.1	Older	202152		21K (Omicron)	Voegtly et al L					cazzo
DJI/NAMRU3_B858/2022	2/1/2022		28	Djibouti	Homo sapiens	1.96	ON099620		Djibouti	Africa	BA.1.1	Older	202205		21K (Omicron)	Voegtly et al M					cazzo
AUT/SKV-302/2022	1/3/2022		28	Austria	Homo sapiens	1.96	OM283608		Upper Austria	Europe	BA.1.1	Older	202201		21K (Omicron)	Puehringer et al K					cazzo
IRQ/NAJAF/2021	9/1/2021		27	Iraq	Homo sapiens	1.81	OP218862		Iraq	Asia	BA.1.1	One month ago	202135		21K (Omicron)	alyasiri et al					cazzo
MYS/N4919/2022	2/9/2022		28	Malaysia	Homo sapiens	1.97	ON527327		Malaysia	Asia	BA.1.1	Older	202206		21K (Omicron)	Chan et al M					cazzo
Colombia/CO-ANT-UW22010747678/2022	1/7/2022		28	Colombia	Homo sapiens	1.96	ON911850		Colombia	South America	BA.1.1	Older	202201		21K (Omicron)	Roychoudhury et al BA					cazzo
PER/LSP0923/2022	1/11/2022		28	Peru	Homo sapiens	1.96	OM942933		Peru	South America	BA.1.1	Older	202202		21K (Omicron)	Kosek et al F					cazzo
USA/IL-CDC-LC0472052/2022	1/2/2022		28	USA	Homo sapiens	1.96	OM366962		Illinois	North America	BA.1.1	Older	202201		21K (Omicron)	Howard et al GF		Laboratory Corporation of America	CDC-OAMD		cazzo
Colombia/CO-ATL-UW22011252280/2022	1/12/2022		28	Colombia	Homo sapiens	1.98	OP012917		Colombia	South America	BA.1.1	Older	202202		21K (Omicron)	Roychoudhury et al BB					cazzo
USA/SC-CDC-QDX35528474/2022	3/30/2022		28	USA	Homo sapiens	2.04	ON307514		South Carolina	North America	BA.1.1	Older	202213		21K (Omicron)	Howard et al GG		Quest Diagnostics Incorporated	CDC-OAMD		cazzo
IRL/52-U-1219-21/2022	2/3/2022		28	Ireland	Homo sapiens	1.96	ON242402		Ireland	Europe	BA.1.1.15	Older	202205		21K (Omicron)	Macori et al A					cazzo
Switzerland/LU-SRO-500007_1383/2022	1/17/2022		28	Switzerland	Homo sapiens	1.96	OV802187		Lucerne	Europe	BA.1.1.11	Older	202203		21K (Omicron)	? AT		"Spital Langenthal, SRO AG, Labor"	SRO		cazzo
USA/GA-CDC-MMB12236812/2021	12/17/2021		28	USA	Homo sapiens	1.97	OM074736		Georgia	North America	BA.1.1	Older	202150		21K (Omicron)	Howard et al GH		Mako Medical	CDC-OAMD		cazzo
USA/GA-CDC-MMB14270421/2022	2/9/2022		28	USA	Homo sapiens	1.96	OM923583		Georgia	North America	BA.1.1	Older	202206		21K (Omicron)	Howard et al GI		Mako Medical	CDC-OAMD		cazzo
USA/NM-CDC-QDX35135658/2022	3/21/2022		28	USA	Homo sapiens	1.99	ON177396		New Mexico	North America	BA.1.1	Older	202212		21K (Omicron)	Howard et al GJ		Quest Diagnostics Incorporated	CDC-OAMD		cazzo
USA/ME-CDC-LC0461160/2022	1/3/2022		28	USA	Homo sapiens	1.81	OM358828		Maine	North America	BA.1.1	Older	202201		21K (Omicron)	Howard et al GK					cazzo
KOR/CNUH-P06-2022/2022	1/3/2022		28	South Korea	Homo sapiens	1.96	OP349650		South Korea	Asia	BA.1.1	3-7 days ago	202201		21K (Omicron)	Kim et al H					cazzo
Scotland/QEUH-3206C0B/2022	1/10/2022		28	United Kingdom	Homo sapiens	1.97	OV714920		Scotland	Europe	BA.1.1	Older	202202		21K (Omicron)	VanSteenhouse et al A		Lighthouse Lab in Glasgow	Wellcome Sanger Institute		cazzo
USA/GA-CDC-MMB13505777/2022	1/15/2022		28	USA	Homo sapiens	1.96	OM645311		Georgia	North America	BA.1.1	Older	202202		21K (Omicron)	Howard et al GL		Mako Medical	CDC-OAMD		cazzo
SYC/SS7503/2021	12/31/2021		28	Seychelles	Homo sapiens	1.96	ON603331		Seychelles	Africa	BA.1.1	Older	202152		21K (Omicron)	Githinji et al BR					cazzo
SYC/SS7762/2022	2/1/2022		29	Seychelles	Homo sapiens	1.96	ON603457		Seychelles	Africa	BA.1.1	Older	202205		21K (Omicron)	Githinji et al BS					cazzo
USA/AZ-CDC-MMB14154800/2022	2/3/2022		28	USA	Homo sapiens	1.97	OM883350		Arizona	North America	BA.1.1	Older	202205		21K (Omicron)	Howard et al GM		Mako Medical	CDC-OAMD		cazzo
BRA/SP-NVBS11296GENOV828543740890/2021	12/14/2021		28	Brazil	Homo sapiens	1.93	ON583226		Brazil	South America	BA.1.1	Older	202150		21K (Omicron)	Guarischi et al BY					cazzo
USA/HI-CDC-QDX33164052/2022	1/24/2022		29	USA	Homo sapiens	1.96	OM662215		Hawaii	North America	BA.1.1.2	Older	202204		21K (Omicron)	Howard et al GN		Quest Diagnostics Incorporated	CDC-OAMD		cazzo
Japan/SZ-NIG-Y213847/2022	2/25/2022		28	Japan	Homo sapiens	1.92	BS003792		Shizuoka	Asia	BA.1.1.2	Older	202208		21K (Omicron)	Nagaoka et al B					cazzo
Japan/SZ-NIG-4-C205/2022	1/8/2022		28	Japan	Homo sapiens	1.96	BS002335		Shizuoka	Asia	BA.1.1.2	Older	202201		21K (Omicron)	Tsuchiya et al C					cazzo
Japan/SZ-NIG-216065/2021	12/31/2021		28	Japan	Homo sapiens	1.96	BS001397		Shizuoka	Asia	BA.1.1.2	Older	202152		21K (Omicron)	Nagaoka et al C					cazzo
USA/WY-CDC-IBX215143059959/2022	2/15/2022		28	USA	Homo sapiens	2.02	OM866385		Wyoming	North America	BA.1.1.18	Older	202207		21K (Omicron)	Howard et al GO		Infinity Biologix	CDC-OAMD		cazzo
Colombia/CO-ATL-UW21123069129/2021	12/30/2021		28	Colombia	Homo sapiens	1.97	OP012950		Colombia	South America	BA.1.1.18	Older	202152		21K (Omicron)	Roychoudhury et al BC					cazzo
USA/IL-CDC-QDX33633054/2022	2/6/2022		28	USA	Homo sapiens	1.96	OM795140		Illinois	North America	BA.1.1.18	Older	202206		21K (Omicron)	Howard et al GP		Quest Diagnostics Incorporated	CDC-OAMD		cazzo
USA/SD-CDC-4552987-001/2022	2/7/2022		28	USA	Homo sapiens	1.97	ON337641		South Dakota	North America	BA.1.1.18	Older	202206		21K (Omicron)	Sheth et al AF					cazzo
USA/CO-CDC-MMB14244250/2022	2/8/2022		28	USA	Homo sapiens	1.96	OM967513		Colorado	North America	BA.1.1.18	Older	202206		21K (Omicron)	Howard et al GQ		Mako Medical	CDC-OAMD		cazzo
TWN/CGMH-CGU-130/2022	1/1/2022		28	Taiwan	Homo sapiens	1.97	ON005358		Taiwan	Asia	BA.1.1.18	Older	202152		21K (Omicron)	Tsao et al Q					cazzo
USA/NM-UNM-ED02738/2022	4/10/2022		28	USA	Homo sapiens	1.98	ON526634		New Mexico	North America	BA.1.1.18	Older	202215		21K (Omicron)	Domman et al C		University of New Mexico Hospital	The University of New Mexico Health Sciences Center		cazzo
USA/ND-CDC-MMB14245373/2022	2/8/2022		28	USA	Homo sapiens	1.97	OM906655		North Dakota	North America	BA.1.1.18	Older	202206		21K (Omicron)	Howard et al GR		Mako Medical	CDC-OAMD		cazzo
USA/IL-CDC-LC0492573/2022	1/19/2022		28	USA	Homo sapiens	1.97	OM499653		Illinois	North America	BA.1.1.18	Older	202203		21K (Omicron)	Howard et al GS		Laboratory Corporation of America	CDC-OAMD		cazzo
USA/DE-CDC-LC0453165/2021	12/30/2021		28	USA	Homo sapiens	1.97	OM227593		Delaware	North America	BA.1.1	Older	202152		21K (Omicron)	Howard et al GT					cazzo
SYC/SS7537/2022	1/5/2022		28	Seychelles	Homo sapiens	1.97	ON603345		Seychelles	Africa	BA.1.1	Older	202201		21K (Omicron)	Githinji et al BT					cazzo
